file,artist,genre,style
Realism/vincent-van-gogh_vase-with-carnations-and-other-flowers-1886.jpg,22,139,161
Baroque/rembrandt_the-jewish-bride-1666.jpg,20,131,144
Post_Impressionism/pyotr-konchalovsky_two-georgians-with-pitchers-every-day-in-light-aragvi-1927.jpg,18,131,160
Impressionism/childe-hassam_oregon-coast.jpg,3,133,152
Realism/pyotr-konchalovsky_horse-at-the-gate-1930.jpg,18,133,161
Realism/boris-kustodiev_portrait-of-f-i-chaliapin-1921-1.jpg,1,137,161
Impressionism/eugene-boudin_antwerp-the-schelde.jpg,6,130,152
Romanticism/ivan-aivazovsky_deluge-1864.jpg,9,136,163
Naive_Art_Primitivism/marc-chagall_illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-18.jpg,12,132,155
Impressionism/claude-monet_vetheuil-ice-floes.jpg,4,130,152
Romanticism/gustave-dore_don-quixote-81.jpg,7,132,163
Realism/pyotr-konchalovsky_on-the-river-protva-fisherman-1953.jpg,18,133,161
Northern_Renaissance/albrecht-durer_portrait-of-a-man-konrad-peutinger.jpg,25,135,157
Impressionism/childe-hassam_newfields-new-hampshire-1.jpg,3,133,152
Baroque/rembrandt_old-man-in-meditation-leaning-on-a-book-1645.jpg,20,137,144
Post_Impressionism/vincent-van-gogh_sower-with-setting-sun-1888.jpg,22,137,160
Post_Impressionism/pablo-picasso_the-death-of-casagemas-1901.jpg,15,131,160
Romanticism/gustave-dore_the-cruelties-of-bibars.jpg,7,132,163
Realism/ilya-repin_portrait-of-ivan-mikhaylovich-sechenov-russian-physiologist-1889.jpg,8,135,161
Realism/camille-pissarro_the-road.jpg,2,133,161
Realism/vincent-van-gogh_woman-feeding-chickens-1883.jpg,22,131,161
Impressionism/pierre-auguste-renoir_low-tide-at-yport-1883.jpg,17,133,152
Naive_Art_Primitivism/marc-chagall_the-large-gray-circus-1975.jpg,12,131,155
Realism/ivan-shishkin_forest-before-the-storm-1872.jpg,10,133,161
Art_Nouveau_Modern/boris-kustodiev_in-the-box-1912.jpg,1,131,143
Symbolism/nicholas-roerich_everest-1937.jpg,14,133,164
Naive_Art_Primitivism/marc-chagall_tchitchikov-on-his-bed.jpg,12,132,155
Realism/vincent-van-gogh_clock-clog-with-cutlery-and-a-spoon-rack-1885(1).jpg,22,138,161
Impressionism/claude-monet_low-tide-at-varengeville-02.jpg,4,133,152
Symbolism/nicholas-roerich_sketch-for-tale-of-tsar-saltan-1919-1.jpg,14,137,164
Impressionism/john-singer-sargent_palace-and-gardens-spain-1912.jpg,11,130,152
Realism/pyotr-konchalovsky_spring-day-1955.jpg,18,133,161
Realism/pyotr-konchalovsky_airedale-on-the-balcony-1935.jpg,18,139,161
Post_Impressionism/pyotr-konchalovsky_veliky-novgorod-1926.jpg,18,137,160
Northern_Renaissance/albrecht-durer_portrait-of-an-unknown-man-1520.jpg,25,135,157
Impressionism/claude-monet_anglers-on-the-seine-at-poissy(1).jpg,4,131,152
Cubism/paul-cezanne_mont-sainte-victoire-1897.jpg,16,133,147
Expressionism/martiros-saryan_gathering-peaches-in-the-collective-farm-in-armenia-1938.jpg,13,131,149
Impressionism/john-singer-sargent_the-tyrol-1914.jpg,11,133,152
Realism/vincent-van-gogh_the-heath-with-a-wheelbarrow-1883.jpg,22,133,161
Post_Impressionism/pyotr-konchalovsky_spring-open-door-on-the-balcony-1948.jpg,18,139,160
Romanticism/gustave-dore_paradise-lost-6.jpg,7,132,163
Impressionism/childe-hassam_a-spring-morning-1892.jpg,3,130,152
Art_Nouveau_Modern/nicholas-roerich_uglich-church-of-prince-dmitry-1904.jpg,14,130,143
Impressionism/childe-hassam_isles-of-shoals-broad-cove.jpg,3,139,152
Romanticism/ivan-aivazovsky_moscow-in-winter-from-the-sparrow-hills-1872.jpg,9,133,163
Cubism/paul-cezanne_farm-at-montgeroult-1898.jpg,16,130,147
Impressionism/edgar-degas_alexander-and-bucephalus-1861.jpg,5,139,152
Impressionism/camille-pissarro_june-morning-view-over-the-hills-over-pontoise-1873.jpg,2,133,152
Post_Impressionism/vincent-van-gogh_large-plane-trees-1889.jpg,22,133,160
Post_Impressionism/martiros-saryan_ashtarak-in-hazy-day-1954.jpg,13,133,160
Realism/vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885.jpg,22,137,161
Naive_Art_Primitivism/marc-chagall_striking-the-rock-5.jpg,12,136,155
Northern_Renaissance/albrecht-durer_portrait-of-a-man-damia-van-der-goes.jpg,25,135,157
Northern_Renaissance/albrecht-durer_st-jerome-1492.jpg,25,136,157
Post_Impressionism/vincent-van-gogh_landscape-with-the-oise-1890.jpg,22,137,160
Art_Nouveau_Modern/boris-kustodiev_the-harvest-1914.jpg,1,131,143
Northern_Renaissance/albrecht-durer_adoration-of-the-magi-1.jpg,25,136,157
Realism/ivan-shishkin_the-path-through-the-woods-1880-oil-on-canvas-1880.jpg,10,133,161
Impressionism/edgar-degas_woman-at-the-window.jpg,5,137,152
Symbolism/nicholas-roerich_anxiety-1938.jpg,14,139,164
Symbolism/nicholas-roerich_abode-of-the-spirit.jpg,14,133,164
Expressionism/pablo-picasso_crouching-female-nude-1956.jpg,15,134,149
Post_Impressionism/vincent-van-gogh_plaster-statuette-of-a-female-torso-1886-2.jpg,22,138,160
Impressionism/edgar-degas_woman-squatting.jpg,5,134,152
Impressionism/childe-hassam_new-york-hod-carriers.jpg,3,131,152
Art_Nouveau_Modern/nicholas-roerich_study-of-scene-design-for-tristan-und-isolde-1912.jpg,14,139,143
Romanticism/gustave-dore_puss-in-boots.jpg,7,132,163
Northern_Renaissance/albrecht-durer_the-cross-of-christ.jpg,25,137,157
Impressionism/john-singer-sargent_magnolias.jpg,11,139,152
Expressionism/pablo-picasso_family-of-acrobats-study-1905.jpg,15,131,149
Cubism/marc-chagall_three-acrobates-1926.jpg,12,131,147
Impressionism/claude-monet_springtime-1886.jpg,4,131,152
Impressionism/childe-hassam_nude-on-the-cliffs.jpg,3,134,152
Symbolism/nicholas-roerich_himalayas-with-setting-moon.jpg,14,139,164
Impressionism/edgar-degas_the-little-milliners-1882.jpg,5,131,152
Cubism/pablo-picasso_woman-with-yellow-shirt-1907.jpg,15,135,147
Realism/john-singer-sargent_venetian-wineshop.jpg,11,131,161
Realism/ilya-repin_in-the-besieged-moscow-in-1812-1912.jpg,8,139,161
Post_Impressionism/vincent-van-gogh_man-on-a-bench-1886.jpg,22,137,160
Baroque/rembrandt_self-portrait-open-mouthed-1630.jpg,20,139,144
Baroque/rembrandt_man-with-a-magnifying-glass-1629.jpg,20,135,144
Impressionism/pierre-auguste-renoir_after-bathing.jpg,17,134,152
Symbolism/nicholas-roerich_himalayas-48.jpg,14,133,164
Realism/vincent-van-gogh_road-with-pollard-willows-and-man-with-broom-1881.jpg,22,137,161
Impressionism/claude-monet_waterloo-bridge-sunlight-effect-5.jpg,4,130,152
Post_Impressionism/vincent-van-gogh_portrait-of-the-artist-s-mother-1888.jpg,22,135,160
Realism/vincent-van-gogh_tabernacle-in-the-heath.jpg,22,133,161
Cubism/salvador-dali_soft-nude-nude-watch.jpg,21,134,147
Realism/pyotr-konchalovsky_still-life-lilacs-in-the-tub-1946.jpg,18,139,161
Post_Impressionism/vincent-van-gogh_public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg,22,133,160
Romanticism/gustave-dore_the-envious.jpg,7,132,163
Naive_Art_Primitivism/marc-chagall_josue-and-the-stone-of-sichem.jpg,12,136,155
Cubism/pablo-picasso_the-girls-of-avignon-study-1907.jpg,15,137,147
Expressionism/martiros-saryan_trees-in-blossom-1901.jpg,13,133,149
Romanticism/ivan-aivazovsky_reval-1844.jpg,9,139,163
Realism/vincent-van-gogh_sower-with-hand-in-sack-1881.jpg,22,137,161
Romanticism/paul-cezanne_the-robbers-and-the-donkey.jpg,16,131,163
Romanticism/ivan-aivazovsky_night-constantinople-1886.jpg,9,130,163
Cubism/salvador-dali_pierrot-playing-the-guitar.jpg,21,131,147
Realism/vincent-van-gogh_man-and-woman-sharing-a-meal-1885.jpg,22,137,161
Realism/martiros-saryan_portrait-of-a-i-alikhanov.jpg,13,135,161
Realism/ivan-shishkin_on-the-seashore-sestroreck.jpg,10,137,161
Impressionism/claude-monet_water-lilies-1917-7.jpg,4,139,152
Cubism/pyotr-konchalovsky_cassis-1913.jpg,18,137,147
Naive_Art_Primitivism/marc-chagall_couple-with-a-bird-1959.jpg,12,131,155
Realism/ivan-shishkin_bench-at-the-mall-1872.jpg,10,133,161
Impressionism/camille-pissarro_the-road-to-saint-cyr-at-louveciennes.jpg,2,133,152
Realism/pyotr-konchalovsky_children-in-the-studio-1947.jpg,18,139,161
Romanticism/gustave-dore_don-quixote-3.jpg,7,132,163
Post_Impressionism/martiros-saryan_flowers-1913.jpg,13,139,160
Post_Impressionism/pyotr-konchalovsky_self-portrait-with-family.jpg,18,139,160
Art_Nouveau_Modern/raphael-kirchner_fan-1916.jpg,19,131,143
Realism/ilya-repin_portrait-of-doctor-constantine-franzevich-yanitsky-1865.jpg,8,135,161
Realism/vincent-van-gogh_poplar-trees-1884.jpg,22,133,161
Impressionism/claude-monet_pathway-in-monet-s-garden-at-giverny-1902.jpg,4,133,152
Expressionism/pablo-picasso_two-brothers-1906.jpg,15,131,149
Realism/john-singer-sargent_the-marlborough-family-1905.jpg,11,135,161
Northern_Renaissance/albrecht-durer_garza.jpg,0,139,157
Romanticism/gustave-dore_battle-of-antioch.jpg,7,132,163
Realism/eugene-boudin_the-port-portrieux-1873.jpg,6,130,161
Art_Nouveau_Modern/nicholas-roerich_vaydelots-1914.jpg,14,139,143
Art_Nouveau_Modern/raphael-kirchner_behind-the-scenes-1900.jpg,19,131,143
Realism/nicholas-roerich_sketch-to-holy-fire-1900.jpg,14,137,161
Realism/boris-kustodiev_self-portrait-1905.jpg,1,139,161
Realism/pyotr-konchalovsky_the-window-of-the-poet-1935.jpg,18,139,161
Post_Impressionism/vincent-van-gogh_wheat-fields-1890-1.jpg,22,137,160
Expressionism/martiros-saryan_bulls-1903.jpg,13,133,149
Impressionism/eugene-boudin_villefranche-the-citadel-1892.jpg,6,133,152
Impressionism/claude-monet_rio-della-salute-03.jpg,4,130,152
Realism/ivan-shishkin_hut-in-the-the-forest.jpg,10,133,161
Impressionism/pierre-auguste-renoir_frederic-bazille-painting-the-heron-1867.jpg,17,135,152
Art_Nouveau_Modern/nicholas-roerich_city-wall-1909.jpg,14,139,143
Impressionism/childe-hassam_the-sea.jpg,3,133,152
Post_Impressionism/vincent-van-gogh_self-portrait-1887-7.jpg,22,139,160
Symbolism/nicholas-roerich_lamayuru-monastery-1925.jpg,14,133,164
Realism/boris-kustodiev_v-a-kastalsky-tree-sketches-1919.jpg,1,137,161
Realism/vincent-van-gogh_peasant-woman-kneeling-possibly-digging-up-carrots-1885.jpg,22,137,161
Realism/nicholas-roerich_herodotus-1893.jpg,14,138,161
Impressionism/claude-monet_valley-of-the-creuse-afternoon-sunlight.jpg,4,133,152
Impressionism/pierre-auguste-renoir_women-bathing.jpg,17,134,152
Post_Impressionism/pyotr-konchalovsky_willows-1919.jpg,18,133,160
Impressionism/pierre-auguste-renoir_bather-and-maid-the-toilet.jpg,17,134,152
Romanticism/gustave-dore_don-quixote-133.jpg,7,132,163
Art_Nouveau_Modern/nicholas-roerich_pomeranians-evening-1907.jpg,14,131,143
Post_Impressionism/vincent-van-gogh_wheat-field-with-a-stack-of-wheat-or-hay-1890.jpg,22,137,160
Fauvism/martiros-saryan_mules-laden-with-hay-1910.jpg,13,139,150
Analytical_Cubism/pablo-picasso_violin-glass-pipe-and-inkwell-1912.jpg,15,138,142
Impressionism/john-singer-sargent_ilex-wood-at-majorca-with-blue-pigs-1908.jpg,11,133,152
Abstract_Expressionism/salvador-dali_religious-scene-in-particles.jpg,21,136,140
Realism/boris-kustodiev_portrait-v-a-kastalsky-1921.jpg,1,137,161
Impressionism/claude-monet_white-frost.jpg,4,130,152
Impressionism/pierre-auguste-renoir_figures-in-a-landscape-1900.jpg,17,133,152
Impressionism/eugene-boudin_the-seine-at-caudebec-en-caux-1889.jpg,6,133,152
Impressionism/claude-monet_taking-a-walk-on-the-cliffs-of-sainte-adresse.jpg,4,133,152
Romanticism/gustave-dore_david-attacks-the-ammonites.jpg,7,136,163
Impressionism/pierre-auguste-renoir_the-bather-after-the-bath-1888.jpg,17,134,152
Realism/ilya-repin_portrait-of-m-p-shevtsova-wife-of-a-shevtsov-1876.jpg,8,135,161
Realism/vincent-van-gogh_the-potato-eaters-1885-1.jpg,22,131,161
Romanticism/gustave-dore_don-quixote-103.jpg,7,132,163
Northern_Renaissance/albrecht-durer_adam-and-eve-1504.jpg,25,136,157
Realism/vincent-van-gogh_peasant-woman-stooping-1885.jpg,22,137,161
Realism/john-singer-sargent_judith-gautier.jpg,11,135,161
Realism/ilya-repin_portrait-of-vera-repina-the-artist-s-wife-1876.jpg,8,135,161
Impressionism/claude-monet_cliff-at-sainte-adresse.jpg,4,133,152
Post_Impressionism/vincent-van-gogh_wheat-field-with-sheaves-1888-1.jpg,22,137,160
Impressionism/claude-monet_cliff-near-pourville.jpg,4,133,152
Post_Impressionism/pyotr-konchalovsky_portrait-of-an-art-critic-v-a-nikolsky-1933.jpg,18,135,160
Impressionism/pierre-auguste-renoir_the-farm-1914.jpg,17,131,152
Symbolism/nicholas-roerich_landscape-1913.jpg,14,133,164
Art_Nouveau_Modern/raphael-kirchner_scenes-of-ancient-greece-1903-2.jpg,19,139,143
Impressionism/claude-monet_the-railway-bridge-at-argenteuil-1.jpg,4,133,152
Romanticism/ivan-aivazovsky_wave-1895.jpg,9,139,163
Baroque/rembrandt_moses-smashing-the-tablets-of-the-law-1659.jpg,20,136,144
Expressionism/marc-chagall_man-at-table-1911.jpg,12,131,149
Impressionism/pierre-auguste-renoir_madame-charles-fray-1901.jpg,17,135,152
Impressionism/pierre-auguste-renoir_genevieve-bernheim-de-villers-1910.jpg,17,135,152
Impressionism/claude-monet_water-lily-pond-1919-2.jpg,4,139,152
Art_Nouveau_Modern/boris-kustodiev_shrovetide-1920-1.jpg,1,131,143
Post_Impressionism/vincent-van-gogh_sheet-with-a-few-sketches-of-figures-1890.jpg,22,137,160
Cubism/pablo-picasso_untitled-1920-2.jpg,15,138,147
Realism/vincent-van-gogh_worn-out-1882.jpg,22,131,161
Realism/ilya-repin_portrait-of-the-artist-ivan-kramskoy-1882.jpg,8,135,161
Impressionism/childe-hassam_the-isles-of-shoals.jpg,3,139,152
Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,1,135,161
Post_Impressionism/pyotr-konchalovsky_novgorod-detinets-1925.jpg,18,130,160
Expressionism/pablo-picasso_untitled-1971.jpg,15,134,149
Realism/vincent-van-gogh_fisherman-in-jacket-with-upturned-collar-1883(1).jpg,22,135,161
Realism/vincent-van-gogh_sketch-of-a-knee-1886.jpg,22,137,161
Analytical_Cubism/pablo-picasso_clarinet-1911.jpg,15,138,142
Cubism/marc-chagall_soldiers-1912.jpg,12,135,147
Symbolism/salvador-dali_gradiva-finds-the-anthropomorphic-ruins.jpg,21,139,164
Realism/ivan-shishkin_pond-1.jpg,10,133,161
Realism/vincent-van-gogh_head-of-a-woman-15.jpg,22,135,161
Impressionism/claude-monet_three-fishing-boats.jpg,4,139,152
Realism/vincent-van-gogh_diggers-in-torn-up-street-1882(1).jpg,22,137,161
Impressionism/pierre-auguste-renoir_young-woman-looking-at-a-print-1896.jpg,17,131,152
Art_Nouveau_Modern/raphael-kirchner_lillian-lorraine.jpg,19,131,143
Art_Nouveau_Modern/raphael-kirchner_modern-girls-1901-2.jpg,19,139,143
Realism/pyotr-konchalovsky_still-life-bread-ham-and-wine-1948.jpg,18,138,161
Romanticism/ivan-aivazovsky_meeting-of-the-brig-mercury-with-the-russian-squadron-after-the-defeat-of-two-turkish-1848.jpg,9,139,163
Symbolism/salvador-dali_iosias-sepultus-in-mausoleum-patrum-2-chronicles-35-24-1967.jpg,21,136,164
Analytical_Cubism/pablo-picasso_spanish-still-life-1912.jpg,15,138,142
Realism/vincent-van-gogh_head-of-a-man-bareheaded-1885(1).jpg,22,137,161
Romanticism/gustave-dore_samson-slays-a-lion.jpg,7,136,163
Impressionism/edgar-degas_the-racecourse-1885.jpg,5,131,152
Romanticism/gustave-dore_the-levite-carries-the-woman-s-body-away.jpg,7,136,163
Impressionism/pierre-auguste-renoir_vase-of-flowers-3.jpg,17,139,152
Impressionism/john-singer-sargent_a-boating-party.jpg,11,131,152
Baroque/rembrandt_the-tribute-money-1635.jpg,20,136,144
Northern_Renaissance/albrecht-durer_sudarium-displayed-by-two-angels-1513.jpg,25,136,157
Realism/vincent-van-gogh_man-loading-a-cart-1885.jpg,22,137,161
Northern_Renaissance/albrecht-durer_christ-on-the-mount-of-olives-1521.jpg,25,136,157
Symbolism/nicholas-roerich_night-rider-1918.jpg,14,133,164
Impressionism/eugene-boudin_laundresses-2.jpg,6,131,152
Impressionism/claude-monet_woman-with-a-parasol-in-the-garden-in-argenteuil.jpg,4,131,152
Realism/boris-kustodiev_self-portrait-1904-2.jpg,1,139,161
Romanticism/paul-cezanne_landscape-1867.jpg,16,133,163
Cubism/pablo-picasso_standing-woman-1946.jpg,15,135,147
Symbolism/nicholas-roerich_issa-and-giant-s-head-1932-3.jpg,14,136,164
Realism/john-singer-sargent_mrs-frederick-roller-1895.jpg,11,135,161
Realism/vincent-van-gogh_head-of-a-woman-12.jpg,22,135,161
Naive_Art_Primitivism/marc-chagall_noah-s-ark-2.jpg,12,137,155
Realism/vincent-van-gogh_girl-kneeling-1881(1).jpg,22,131,161
Northern_Renaissance/albrecht-durer_the-holy-family-with-the-dragon-fly.jpg,25,136,157
Northern_Renaissance/albrecht-durer_self-portrait-with-a-wrap-1492.jpg,0,139,157
Realism/vincent-van-gogh_girl-with-pinafore-half-figure-1883(1).jpg,22,135,161
Art_Nouveau_Modern/nicholas-roerich_procopius-the-righteous-removes-a-cloud-of-stone-from-the-great-ustyug-1914.jpg,14,137,143
Realism/eugene-boudin_laundresses-on-the-banks-of-the-touques-11.jpg,6,131,161
Romanticism/ivan-aivazovsky_cristofor-columb-1875.jpg,9,139,163
Post_Impressionism/pyotr-konchalovsky_emerald-summer-1922.jpg,18,133,160
Impressionism/claude-monet_an-orchard-in-spring(1).jpg,4,133,152
Post_Impressionism/vincent-van-gogh_self-portrait-1888-1.jpg,22,139,160
Impressionism/childe-hassam_spring-woods.jpg,3,133,152
Realism/pablo-picasso_olga-in-a-mantilla-1917.jpg,15,135,161
Symbolism/nicholas-roerich_kuluta-mountains-before-the-sunset-1936.jpg,14,133,164
Northern_Renaissance/albrecht-durer_the-chandelier-females-1513.jpg,0,139,157
Post_Impressionism/paul-cezanne_portrait-of-madame-cezanne-1883.jpg,16,135,160
Baroque/rembrandt_self-portrait-as-a-young-man-1634.jpg,20,139,144
Post_Impressionism/pyotr-konchalovsky_under-the-tree-1929.jpg,18,131,160
